,Statement,Label,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,causet,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives_,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,assent,netspeak,nonflu,filler
72,"The new Arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""",0,10,3,1,0,0,0,0,1,2,1,3,3,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
73,The only time in our history when the debt has been higher than this was the end of World War II.,0,12,2,1,0,1,0,0,0,1,2,3,3,2,1,0,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,1,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
74,The cost of health care is now the single-biggest factor driving down the federal budget deficit.,0,6,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
75,"During the recession, the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.",0,8,1,1,0,0,0,1,0,0,2,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
76,On whether a U.S. Supreme Court nominee should be forthcoming at confirmation hearings.,1,5,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Says one out of three U.S. homeless men is a veteran.,1,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Says Charlie Crist supports cuts to the Medicare Advantage program.,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together -- forget the United States.,0,13,1,0,0,0,0,0,0,1,2,6,2,0,2,0,5,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,5,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Says Scott Brown co-sponsored legislation to let employers deny women coverage for birth control.,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"At some point in their lives, 99% of women use birth control.",0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"In the past 20 years, Egypt has made great strides in political and democratic reform.",1,4,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
83,The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.,1,6,1,0,0,0,0,0,0,1,1,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
84,Says U.S. Rep. Steve Southerland voted to keep the shutdown going.,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"In Rick Perrys Texas, we import nurses ... from other countries.",0,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,There is a federal criminal law that says its a crime to transport dentures across state lines.,0,7,2,0,0,0,0,0,0,2,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.,0,8,1,1,0,1,0,0,0,0,1,5,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
88,"Sen. McCain's tax plan provides ""virtually nothing to the middle class.""",1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
89,Austin is burdened by the fastest-growing tax increases of any major city in the nation.,1,6,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
90,"Phoenix, Arizona, is the No. 2 kidnapping capital of the world.",1,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,I belong to the AFL-CIO.,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,The insurance commissioner cant do squat about health care.,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,Says a poll found him the only Republican candidate who could beat Barack Obama in Texas -- and by eight points.,0,9,2,1,0,0,0,1,0,1,2,2,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"President Ronald Reagan sent troops into conflict only in one circumstance, which was in Grenada We were in a peacekeeping setting in Lebanon.",1,10,1,0,0,0,0,0,0,1,1,5,2,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Says David Jolly supports privatizing Social Security.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Did you know US population growth is at its lowest since the Great Depression?,0,6,2,1,0,0,1,0,0,1,1,2,1,0,0,0,2,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
97,"The average student in Florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",0,16,5,3,0,1,0,0,2,2,0,8,1,1,2,0,2,4,3,2,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
98,"Since 1968, more Americans have died from gunfire than died in all the wars of this countrys history.",0,7,1,0,0,0,0,0,0,1,1,4,1,0,0,0,3,2,2,0,0,2,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
99,A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.,0,13,3,0,0,0,0,0,0,3,2,3,3,0,2,0,5,3,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,4,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,1,2,0,3,0,3,0,2,1,1,4,0,0,0,0,0,0,0,0
100,The Florida Department of Agricultures website FreshFromFlorida.com can be used to get a permit to carry a loaded hidden gun without ever leaving your house.,1,10,1,1,0,0,1,0,0,0,2,4,2,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,6,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",1,6,0,0,0,0,0,0,0,0,1,4,1,0,0,0,2,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
102,"Raising the minimum wage to $10.10 an hour, would help lift over a million Americans out of poverty.",0,8,0,0,0,0,0,0,0,0,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
103,"Says Secretary of State John Kerry, when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.",0,13,1,1,0,0,0,1,0,0,3,5,1,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
104,"NATO is opening up a major terror division. ... Im sure Im not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO.",1,16,3,1,1,0,0,0,0,2,1,5,3,0,3,1,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0,2,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Sen. Obama has always had a 100 percent prochoice rating.,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,"Since Gina Raimondo took office, investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million.",0,8,0,0,0,0,0,0,0,0,1,6,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,2,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
107,The (federal) debt is growing by more than $4 billion a day.,0,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"Under President Barack Obamas jobs bill, states would no longer have to lay off teachers, firefighters and police officers.",0,6,0,0,0,0,0,0,0,0,0,2,2,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"Of our 98,000 teachers who are K-12, over 53,000 of those teachers today are over 50 years old.",1,8,3,1,0,1,0,0,0,2,0,3,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,2,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
110,Two-thirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions.,0,6,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
111,"Under President Obamas health-care reforms, the premium for an average plan for a family didnt go down by $2,500 per year, its gone up about $2,500 per year.",0,11,1,0,0,0,0,0,0,1,3,6,1,1,0,1,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,2,1,1,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0
112,"The IRS also investigated liberal groups, groups that had progressive in their name. ... The IRS was basically looking at everybody.",0,7,1,0,0,0,0,0,0,1,0,2,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Says Obama promised unemployment would never go above 8 percent.,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
114,The economy is creating jobs at the fastest pace since 1999.,0,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
115,President Obama decided not to meet with Prime Minister Benjamin Netanyahu in New York.,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"In a majority of states, you can now marry freely, but can still be fired for who you love.",0,12,3,2,0,0,2,0,0,1,1,2,3,2,1,0,1,0,0,1,0,1,1,0,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
117,Say Oregon Reps. Peter DeFazio and Earl Blumenauer are socialists who are openly serving in the U.S. Congress.,1,6,1,0,0,0,0,0,0,1,1,1,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency.""",1,5,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119,"About half of the presidents have been governors; half of them, senators.",1,5,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"After Britains vote to leave the European Union, within 24 hours, Americans lost $100 billion from our 401(k)s.",0,5,1,1,0,1,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"Medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.",0,5,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
122,Says 88 Texas constables have died in the line of duty.,0,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
123,"Gov. Rick Scott cut the cost of prepaid college tuition by nearly $20,000.",0,4,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124,"The city of Columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.",0,7,0,0,0,0,0,0,0,0,1,3,2,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
125,"As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man.",0,8,2,0,0,0,0,0,0,2,0,4,0,0,2,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
126,You had more women getting computer sciences degrees in the 80s by a factor of 2-plus than you do now.,0,9,1,1,0,0,1,0,0,0,2,4,2,0,0,0,3,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127,The Air Force wants taxpayers to fund a fantasy football league.,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
128,Barack Hussein Obama will ... force courts to accept Islamic Sharia law in domestic disputes.,1,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
129,About 3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.,0,8,2,0,0,0,0,0,0,2,0,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Some neighborhood schools are closing.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,0,8,1,1,0,0,0,1,0,0,1,3,2,1,0,0,3,4,2,0,0,0,2,2,0,0,0,0,2,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.",0,5,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,"We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.",1,7,1,1,0,1,0,0,0,0,0,3,1,2,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,2,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
134,Says the U.S. Supreme Court found that Social Security is not guaranteed.,0,4,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.,1,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Oregonians have an amazing no-cost way to fight abortion with free political donations,0,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
137,"The president said hes going to bring in 250,000 (Syrian and Iraqi) refugees into this country.",1,6,2,1,0,0,0,1,0,1,0,3,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
138,"Research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.",1,14,6,2,0,0,0,0,2,4,2,2,2,1,2,0,4,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Newt Gingrichs immigration plan offers a new doorway to amnesty.,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140,Mr. Caprio is a career politician who has never worked in the private sector.,1,7,1,0,0,0,0,0,0,1,2,1,2,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
141,"In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.",1,7,0,0,0,0,0,0,0,0,2,2,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
142,"In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!",0,6,0,0,0,0,0,0,0,0,1,2,1,1,1,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
143,President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.,0,5,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
144,Donald Trump has said nuclear proliferation is OK.,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"Hillary Clinton has taken over $800,000 from lobbyists.",0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
