,statement,label
323,"You cant get on an airplane, but more than 2,000 people on that list have been able to buy a gun.",Fake
324,74 percent of Republicans support the Affordable Care Act.,Fake
325,"For every $1 spent on afterschool programs, we can save over $5, almost $6, in crime costs down the line.",Not Fake
326,"The federal government has $3 trillion in cash flow, so we can pay our bills and wont default.",Not Fake
327,Says Alex Sink failed Florida homeowners by using predatory lending practices.,Fake
328,Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed.,Fake
329,You cant check out a library book without a photo ID.,Fake
330,Says that Starbucks took Christmas off of their brand new cups.,Fake
331,Atmospheric conditions could push a footballs pressure down approximately one-and-a-half pounds per square inch.,Not Fake
332,"Hillary Clinton supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding.",Fake
333,"Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools.",Not Fake
334,"We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year.",Not Fake
335,The STAR Ohio fund just received the highest possible credit rating one of these funds can receive.,Not Fake
336,"Taxpayers are on the hook ... for less than a third of the proposed new Atlanta Falcons stadium, and those funds are repaid from money that comes from outsiders.",Not Fake
337,"In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005.",Not Fake
338,"Every year, more than $40 million are leaving Missouri for the Lone Star State.",Not Fake
339,A college loan is the only loan in the United States that you cannot refinance when interest rates go down.,Not Fake
340,The House of Representatives has never passed a resolution of disapproval to condemn a member's behavior.,Not Fake
341,"We are younger than our competitors, and this is entirely because of immigration.",Not Fake
342,Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement.,Not Fake
343,"Says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home.",Not Fake
344,"The policy mistakes that ... the Clintons made got us, in large degree, to the situation that we are in today with mass incarceration.",Not Fake
345,Says he raised average family income by 50 percent during his tenure as Arkansas governor.,Fake
346,They tried to give us $400 million to build a high-speed train that goes 39 miles an hour.,Not Fake
347,"Says the CBO estimates that fully extending the Bush tax cuts would add 600,000-1.4 million jobs in 2011 and 900,000-2.7 million jobs in 2012.",Not Fake
348,President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.,Not Fake
349,"According to David Cay Johnston, the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes.",Not Fake
350,"Most young Americans right now, theyre not covered by health insurance.",Fake
351,"In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.",Not Fake
352,"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide.",Not Fake
353,Says two-thirds of groups targeted for IRS scrutiny were not conservative.,Fake
354,"In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And thats where they first established relationships with the young Vladimir Putin.",Fake
355,"Last week the Texas State Board of Education (SBOE), led by Rick Perrys appointee, voted to remove Thomas Jefferson from social studies textbook standards. Thats right. Thomas Jefferson... was deleted from a list of historical figures who inspired political change.",Not Fake
356,"As a U.S. senator with salary and perks, ‪#Bernie‬ is in the top 1 percent, but still paid only 13 percent in taxes last year.",Fake
357,"You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically.",Not Fake
358,"From 2013-2015, the richest 14 Americans increased their net wealth by more than $157 billion, yet the Republican budget would not require these Americans to contribute one penny to deficit reduction.",Not Fake
359,"Says that while Foster was mayor, Rick Kriseman was ineffective in the Florida House of Representatives because there was no legislation that passed the House that had (Krisemans) name on it.",Not Fake
360,Says Texas routinely gets a lot more federal spending than it pays in taxes.,Not Fake
361,Cell phone numbers go public this month.,Fake
362,Says it has offered $12 million in savings through 2011 and $184 million in savings over the next 25 years in contract negotiations with the City of Milwaukee.,Fake
363,Clackamas County Commissioners approved a re-negotiated agreement to lower the countys contribution to TriMets Portland-Milwaukie Light Rail project to $19.9 million from $25 million.,Fake
364,Says Texas has 11 different felonies you can commit with an oyster.,Not Fake
365,The Obama administration is unwinding our nations welfare-to-work requirements.,Fake
366,"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1.",Not Fake
367,The Redskins Training Camp deal generated $40 million in new private investment in the city.,Not Fake
368,The GOP budget plan would cut nearly a million jobs.,Not Fake
369,There are more people living in this country who were not born here than at anytime in the history of the country.,Not Fake
370,Says Hillary Clinton defended Syrias President Assad as a possible reformer at the start of that countrys civil war.,Not Fake
371,"The Postal Services financial losses result from a 2006 law that drains $5 billion a year from post office revenue, while the Postal Service is forced to overpay billions more into federal accounts.",Not Fake
372,As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops.,Not Fake
373,"Shes voted for 60 tax increases, hurting the middle class and small businesses.",Fake
374,"Now, in the House of Representatives, we have 40 different jobs bills that have passed and almost all of them have been bipartisan.",Fake
