statement,label,num_-,num_?,num_!,num_%,num_;,num_:,"num_""",num_(,num_$,"num_,",num_.,count_char,count_word,count_sent,count_char_per_word,count_unique,count_uppercase,count_month,sentiment_score,count_function,count_pronoun,count_ppron,count_i,count_we,count_you,count_shehe,count_they,count_ipron,count_article,count_prep,count_auxverb,count_adverb,count_conj,count_negate,count_verb,count_adj,count_compare,count_interrog,count_number,count_quant,count_affect,count_posemo,count_negemo,count_anx,count_anger,count_sad,count_social,count_family,count_friend,count_female,count_male,count_cogproc,count_insight,count_cause,count_discrep,count_tentat,count_certain,count_differ,count_percept,count_see,count_hear,count_feel,count_bio,count_body,count_health,count_sexual,count_ingest,count_drives,count_affiliation,count_achieve,count_power,count_reward,count_risk,count_focuspast,count_focuspresent,count_focusfuture,count_relativ,count_motion,count_space,count_time,count_work,count_leisure,count_home,count_money,count_relig,count_death,count_informal,count_swear,count_netspeak,count_assent,count_nonflu,count_filler
A federal system that verifies employees are authorized to work in the US is inaccurate anywhere from 50 percent all the way up to in excess of 80 percent of the time,0.5,0,0,0,0,0,0,0,0,0,0,3,135,32,1,4.21875,21,3,0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0
They were going to build the wall a while ago not so long ago like in 06 And they couldnt get environmental impact statements,0.25,0,0,0,0,0,0,0,0,0,2,2,102,24,1,4.25,22,2,0,-0.05,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,2,1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0
Sen Obamas campaign announced that hes choosing his cabinet,0.0,0,0,0,0,0,0,0,0,0,0,2,51,9,1,5.666666666666667,9,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In 2008 only 54 percent of Latinos in Texas were registered to vote and only 35 percent actually turned out,0.75,0,0,0,0,0,0,0,0,0,1,1,88,20,1,4.4,16,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Only 2 percent of public high schools in the country offer PE classes,0.0,0,0,0,0,0,0,0,0,0,0,1,57,13,1,4.384615384615385,13,3,0,0.05333333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Said hes the only Republican candidate whos actually turned around a government economy,0.75,0,0,0,0,0,0,2,0,0,0,1,75,13,1,5.769230769230769,13,2,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
On military recruiters at Harvard Elena Kagan took a position and the Supreme Court ruled unanimously that she was wrong,1.0,0,0,0,0,0,0,2,0,0,1,1,101,20,1,5.05,20,6,0,-0.3,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,1,1,0,0,2,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0
There are 321092 public school teachers in Texas And there are 313850 nonteachers in our public schools,0.75,1,0,0,0,0,0,0,0,0,2,2,87,17,1,5.117647058823529,11,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Under Mayor Cicilline Providence was a sanctuary city,0.0,0,0,0,0,0,0,0,0,0,1,1,46,8,1,5.75,8,4,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
Transgender individuals in the US have a 1in12 chance of being murdered,-0.25,2,0,0,0,0,0,0,0,0,0,3,60,12,1,5.0,12,3,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0
At Bain Capital we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised,1.0,0,0,0,0,0,0,0,0,0,1,1,117,21,1,5.571428571428571,21,9,0,0.33392857142857146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Says the man who rushed the stage at him in Dayton Ohio had chatter about ISIS or with ISIS in his social media posts,0.0,0,0,0,0,0,0,0,0,0,3,1,94,24,1,3.9166666666666665,18,11,0,0.03333333333333333,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0
US Rep Phil Gingrey gave the government the power to electronically spy on Americans without a warrant,0.25,0,0,0,0,0,0,0,0,0,0,4,86,17,1,5.0588235294117645,15,6,0,0.0,1,1,1,0,0,0,0,2,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,2,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
Alex Sink funneled three quarters of a million dollars in nobid contracts to Bank of America,0.25,1,0,0,0,0,0,0,0,0,0,1,77,16,1,4.8125,14,4,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0
If you take the population growth here in Virginia we are net zero on job creation since Bob McDonnell became governor,1.0,0,0,0,0,0,0,0,1,0,1,1,98,21,1,4.666666666666667,21,5,0,0.0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0
Under Obama home values in Florida collapsed construction jobs were lost and the state had a high foreclosure rate,0.25,0,0,0,0,0,0,0,0,0,2,1,96,19,1,5.052631578947368,19,3,0,0.16,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,2,1,1,1,0,0
The new Arizona immigration law says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person,0.75,0,0,0,0,0,0,2,0,0,0,1,131,26,1,5.038461538461538,24,2,0,0.16818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The only time in our history when the debt has been higher than this was the end of World War II,0.75,0,0,0,0,0,0,0,0,0,0,1,76,21,1,3.619047619047619,19,5,0,0.125,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The cost of health care is now the singlebiggest factor driving down the federal budget deficit,0.75,1,0,0,0,0,0,0,0,0,0,1,80,16,1,5.0,14,1,0,-0.15555555555555559,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
During the recession the consumer in his native perversity has begun to save The savings rate is now 62 percent,1.0,0,0,0,0,0,0,0,0,0,1,3,92,20,1,4.6,18,2,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
On whether a US Supreme Court nominee should be forthcoming at confirmation hearings,0.0,0,0,0,0,0,0,0,0,0,0,3,72,13,1,5.538461538461538,13,5,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,1,1,0,0,2,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0
Says one out of three US homeless men is a veteran,0.25,0,0,0,0,0,0,0,0,0,0,3,40,11,1,3.6363636363636362,11,3,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0
Says Charlie Crist supports cuts to the Medicare Advantage program,0.0,0,0,0,0,0,0,0,0,0,0,1,57,10,1,5.7,10,5,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I think it is unacceptable for the Chinese today to be larger in wind power and in solar panels and photovoltaic manufacturing than all of Europe put together  forget the United States,0.5,2,0,0,0,0,0,0,0,0,0,1,152,32,1,4.75,27,5,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
Says Scott Brown cosponsored legislation to let employers deny women coverage for birth control,1.0,1,0,0,0,0,0,0,0,0,0,1,82,14,1,5.857142857142857,14,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
At some point in their lives 99 of women use birth control,0.5,0,0,0,1,0,0,0,0,0,1,1,47,12,1,3.9166666666666665,12,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
In the past 20 years Egypt has made great strides in political and democratic reform,0.0,0,0,0,0,0,0,0,0,0,1,1,70,15,1,4.666666666666667,15,2,0,0.18333333333333335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The amount of attention paid this week to Chris Christie makes the coverage of Benghazi  pale in significance,0.0,0,0,0,0,0,0,0,0,0,0,4,91,18,1,5.055555555555555,17,4,0,-0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Says US Rep Steve Southerland voted to keep the shutdown going,1.0,0,0,0,0,0,0,0,0,0,0,4,52,11,1,4.7272727272727275,11,6,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Rick Perrys Texas we import nurses  from other countries,0.5,0,0,0,0,0,0,0,0,0,1,4,49,10,1,4.9,11,4,0,-0.125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
There is a federal criminal law that says its a crime to transport dentures across state lines,0.75,0,0,0,0,0,0,0,0,0,0,1,78,17,1,4.588235294117647,15,1,0,-0.4,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,2,2,0,0,2,2,0,0,2,2,2,2,2,0,2,2,0,0,2,1,2,2,0,0,0,2,0,0,0,2,2,0,0,2,2,0,2,1,2,0,0,2,0,2,0,0,1,0,0,0,2,2,2,2,2,0,0
We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders,0.75,0,0,0,0,0,0,0,0,0,0,1,108,23,1,4.695652173913044,23,1,0,0.2681818181818182,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
Sen McCains tax plan provides virtually nothing to the middle class,0.25,0,0,0,0,0,0,2,0,0,0,2,57,11,1,5.181818181818182,11,3,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin is burdened by the fastestgrowing tax increases of any major city in the nation,0.0,1,0,0,0,0,0,0,0,0,0,1,72,15,1,4.8,13,1,0,0.0625,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Phoenix Arizona is the No 2 kidnapping capital of the world,0.0,0,0,0,0,0,0,0,0,0,2,2,49,11,1,4.454545454545454,9,3,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I belong to the AFLCIO,1.0,1,0,0,0,0,0,0,0,0,0,1,18,5,1,3.6,5,7,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The insurance commissioner cant do squat about health care,0.75,0,0,0,0,0,0,0,0,0,0,1,50,9,1,5.555555555555555,9,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Says a poll found him the only Republican candidate who could beat Barack Obama in Texas  and by eight points,0.5,2,0,0,0,0,0,0,0,0,0,1,89,20,1,4.45,21,5,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0
President Ronald Reagan sent troops into conflict only in one circumstance which was in Grenada We were in a peacekeeping setting in Lebanon,0.25,0,0,0,0,0,0,0,0,0,1,1,118,23,1,5.130434782608695,19,6,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,4,0,1,1,0,0,1,1,1,1,1,0,1,1,0,4,1,0,1,5,0,0,0,1,0,0,0,1,1,4,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,5,1,1,2,0,0
Says David Jolly supports privatizing Social Security,0.25,0,0,0,0,0,0,0,0,0,0,1,47,7,1,6.714285714285714,7,5,0,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Did you know US population growth is at its lowest since the Great Depression,1.0,0,1,0,0,0,0,0,0,0,0,0,64,14,1,4.571428571428571,14,5,0,0.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
The average student in Florida what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones,0.75,0,0,0,0,0,0,0,0,0,1,1,131,29,1,4.517241379310345,25,2,0,-0.06354166666666666,1,1,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3,0,0,1,1,0
Since 1968 more Americans have died from gunfire than died in all the wars of this countrys history,1.0,0,0,0,0,0,0,0,0,0,1,1,82,18,1,4.555555555555555,16,2,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender,0.75,0,0,0,0,0,0,0,0,0,0,1,164,35,1,4.685714285714286,27,1,0,-0.050833333333333335,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,2,2,1,0,2,2,0,0,2,2,2,2,2,0,2,2,0,1,2,0,2,3,0,0,0,2,0,0,0,2,2,1,0,2,2,0,2,0,2,0,0,2,0,2,0,1,0,0,0,0,2,5,2,2,2,0,0
The Florida Department of Agricultures website FreshFromFloridacom can be used to get a permit to carry a loaded hidden gun without ever leaving your house,0.0,0,0,0,0,0,0,0,0,0,0,2,131,25,1,5.24,21,7,0,-0.16666666666666666,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,2,2,0,1,2,2,0,0,2,2,2,2,2,0,2,2,0,0,2,0,2,2,0,0,0,2,0,0,0,2,2,0,0,2,2,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,2,2,2,2,2,0,0
The Atlanta streetcar is expected to create 930 jobs during construction totaling more than 5600 jobs over the next 20 years,-0.25,0,0,0,0,0,0,0,0,0,2,1,104,21,1,4.9523809523809526,19,2,0,0.13333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Raising the minimum wage to 1010 an hour would help lift over a million Americans out of poverty,0.75,0,0,0,0,0,0,0,0,1,1,2,79,18,1,4.388888888888889,18,2,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,2,1,0,0,2,2,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
Says Secretary of State John Kerry when he was a senator flew to Managua and met with a communist dictator there Daniel Ortega and accused the Reagan administration of engaging in terrorism,0.75,0,0,0,0,0,0,0,0,0,4,1,158,32,1,4.9375,26,9,0,0.4,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,0,2,2,1,0,2,2,0,0,2,2,2,2,2,0,2,2,0,1,2,0,2,3,0,0,0,3,0,0,0,3,2,1,0,2,2,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,2,3,2,2,2,0,0
NATO is opening up a major terror division  Im sure Im not going to get credit for it but that was largely because of what I was saying and my criticism of NATO,0.0,0,0,0,0,0,0,0,0,0,1,5,127,33,1,3.8484848484848486,26,11,0,0.25892857142857145,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,2,0,0,0,1,2,1,1,1,0,0
Sen Obama has always had a 100 percent prochoice rating,1.0,0,0,0,0,0,0,0,0,0,0,2,46,10,1,4.6,10,2,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
Since Gina Raimondo took office investment fees on the states pension portfolio have gone up from about 12 million annually to about 50 million,0.5,0,0,0,0,0,0,0,0,2,1,1,120,24,1,5.0,20,3,0,0.0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
The federal debt is growing by more than 4 billion a day,1.0,0,0,0,0,0,0,0,1,1,0,1,45,12,1,3.75,12,1,0,0.5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0
Under President Barack Obamas jobs bill states would no longer have to lay off teachers firefighters and police officers,0.5,0,0,0,0,0,0,0,0,0,2,1,102,19,1,5.368421052631579,19,4,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Of our 98000 teachers who are K12 over 53000 of those teachers today are over 50 years old,0.0,1,0,0,0,0,0,0,0,0,3,1,73,18,1,4.055555555555555,12,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twothirds of Wisconsinites receiving unemployment checks are not required to search for work due to current work search exemptions,0.75,1,0,0,0,0,0,0,0,0,0,1,112,19,1,5.894736842105263,13,2,0,-0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
Under President Obamas healthcare reforms the premium for an average plan for a family didnt go down by 2500 per year its gone up about 2500 per year,0.5,1,0,0,0,0,0,0,0,2,4,1,122,28,1,4.357142857142857,20,3,0,-0.1527777777777778,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,2,1,0,0,2,2,1,1,2,0,1,1,0,0,1,0,1,1,0,2,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,3,1,1,1,0,0
The IRS also investigated liberal groups groups that had progressive in their name  The IRS was basically looking at everybody,0.5,0,0,0,0,0,0,0,0,0,1,5,106,20,1,5.3,15,8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Says Obama promised unemployment would never go above 8 percent,0.25,0,0,0,0,0,0,0,0,0,0,1,54,10,1,5.4,10,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
